7,6.65,2.0,0.45,0.3,0.42,0.36,2.0,1.0,15,1.3,4,4,1012.25,1581.29,14465.09,22596.6,-3.6,4.58,14.29
4,8.0,2.8,0.6,0.4,0.68,0.17,0.8,2.0,5,1.4,3,4,529.5,1050.57,5919.79,11745.32,-2.51,4.0,11.18
9,7.65,1.15,0.45,0.45,1.44,0.86,2.29,4.21,15,1.7,1,4,2597.08,2555.94,87833.13,86441.99,-8.51,20.11,33.82
4,8.0,1.6,0.4,0.35,0.72,0.54,0.4,4.0,10,1.0,1,2,573.39,753.09,9008.01,11830.98,-2.24,8.65,15.71
6,9.3,2.79,0.4,0.3,0.36,0.31,0.93,6.04,0,0.9,3,1,661.82,1096.48,7650.66,12675.34,-1.3,2.57,11.56
10,4.5,1.12,0.4,0.4,0.9,0.72,0.23,1.58,15,1.6,4,1,4974.22,5047.88,199764.71,202722.93,-1.39,21.53,40.16
5,9.0,1.35,0.55,0.45,0.5,0.08,2.25,0.45,20,1.4,1,2,1003.35,1040.41,19946.57,20683.35,-2.81,11.74,19.88
10,4.5,1.35,0.5,0.35,1.3,1.3,1.12,0,5,1.1,3,2,4370.86,6457.5,193104.64,285292.13,-3.01,23.93,44.18
