iteration;cv_mse;best_so_far_mse
1;0,1255493882561764;0,1255493882561764
2;0,1093620579632691;0,1093620579632691
3;0,0696367381091487;0,0696367381091487
4;0,039202276701301116;0,039202276701301116
5;0,03886320771209748;0,03886320771209748
6;0,038147896461433815;0,038147896461433815
7;0,037399836876045575;0,037399836876045575
8;0,03738686965109736;0,03738686965109736
9;0,03740328915336389;0,03738686965109736
10;0,03739610246377609;0,03738686965109736
11;0,037386586200218966;0,037386586200218966
12;0,03756795411643217;0,037386586200218966
13;0,03758254246304027;0,037386586200218966
14;0,03762570761968936;0,037386586200218966
15;0,0376256640485646;0,037386586200218966
16;0,03763728403933556;0,037386586200218966
17;0,037637189444237426;0,037386586200218966
18;0,031810453900504645;0,031810453900504645
19;0,12554940868184966;0,031810453900504645
20;0,10936213086051468;0,031810453900504645
21;0,06963677741133768;0,031810453900504645
22;0,03920218405545702;0,031810453900504645
23;0,03886313849901308;0,031810453900504645
24;0,038147852562760855;0,031810453900504645
25;0,037399937099112504;0,031810453900504645
26;0,03738689725958786;0,031810453900504645
27;0,03740339144834557;0,031810453900504645
28;0,037396356846896774;0,031810453900504645
29;0,03738656814455784;0,031810453900504645
30;0,03756830369767767;0,031810453900504645
31;0,03758462418382273;0,031810453900504645
32;0,0376249631710945;0,031810453900504645
33;0,03762892117629833;0,031810453900504645
34;0,03763740475105657;0,031810453900504645
35;0,037637327195625826;0,031810453900504645
36;0,03181143350806166;0,031810453900504645
37;0,12554940107651755;0,031810453900504645
38;0,10936212629533304;0,031810453900504645
39;0,06963657308608004;0,031810453900504645
40;0,039202297129879146;0,031810453900504645
41;0,038863233688531486;0,031810453900504645
42;0,038147821990649575;0,031810453900504645
43;0,03739961807180886;0,031810453900504645
44;0,03738661110352725;0,031810453900504645
45;0,037403287676651256;0,031810453900504645
46;0,03739605508982915;0,031810453900504645
47;0,037386735843455275;0,031810453900504645
48;0,037569048037344996;0,031810453900504645
49;0,03758262245916028;0,031810453900504645
50;0,037625122042854904;0,031810453900504645
51;0,03762560347858401;0,031810453900504645
52;0,03763738036116736;0,031810453900504645
53;0,03763722925742351;0,031810453900504645
54;0,03181068235292504;0,031810453900504645
55;0,1255494043319643;0,031810453900504645
56;0,109362161141462;0,031810453900504645
57;0,06963675958120161;0,031810453900504645
58;0,039202293643930394;0,031810453900504645
59;0,03886346429673607;0,031810453900504645
60;0,03814788473457449;0,031810453900504645
61;0,03739995029429706;0,031810453900504645
62;0,037386450206419064;0,031810453900504645
63;0,03740309732830956;0,031810453900504645
64;0,037396572895581695;0,031810453900504645
65;0,037386559989756686;0,031810453900504645
66;0,0375679276633258;0,031810453900504645
67;0,03758179802758068;0,031810453900504645
68;0,037626261968506006;0,031810453900504645
69;0,03762587605685521;0,031810453900504645
70;0,037636906349197904;0,031810453900504645
71;0,03763678354505207;0,031810453900504645
72;0,03181053421722995;0,031810453900504645
73;0,12554933096111304;0,031810453900504645
74;0,10936213368925389;0,031810453900504645
75;0,06963675679522405;0,031810453900504645
76;0,039202311044363426;0,031810453900504645
77;0,03886329312191041;0,031810453900504645
78;0,03814829694502031;0,031810453900504645
79;0,037399981399910236;0,031810453900504645
80;0,037386096855780454;0,031810453900504645
81;0,03740231218395704;0,031810453900504645
82;0,03739476302861046;0,031810453900504645
83;0,03738602223585631;0,031810453900504645
84;0,037615471723591636;0,031810453900504645
85;0,043375488000031846;0,031810453900504645
86;0,04554816615372104;0,031810453900504645
87;0,04302593843510098;0,031810453900504645
88;0,045128366902426637;0,031810453900504645
89;0,047609498311014395;0,031810453900504645
90;0,03161629847882909;0,03161629847882909
91;0,12557400761240933;0,03161629847882909
92;0,10899632699462507;0,03161629847882909
93;0,06944861489838892;0,03161629847882909
94;0,03908189486373197;0,03161629847882909
95;0,03875730280007769;0,03161629847882909
96;0,03800904241003739;0,03161629847882909
97;0,037154943733628654;0,03161629847882909
98;0,03711055136112852;0,03161629847882909
99;0,037121713681209534;0,03161629847882909
100;0,0371257119348949;0,03161629847882909
101;0,037104469675573584;0,03161629847882909
102;0,03724946727187836;0,03161629847882909
103;0,03726646630896672;0,03161629847882909
104;0,03729879746986917;0,03161629847882909
105;0,03729867551139915;0,03161629847882909
106;0,03731447722242824;0,03161629847882909
107;0,037314496475734614;0,03161629847882909
108;0,03167049863529361;0,03161629847882909
109;0,12557401391577847;0,03161629847882909
110;0,10899630781067286;0,03161629847882909
111;0,06944865712327628;0,03161629847882909
112;0,03908190572921858;0,03161629847882909
113;0,03875714490854221;0,03161629847882909
114;0,038009134040945726;0,03161629847882909
115;0,037154964266511124;0,03161629847882909
116;0,037110239764587515;0,03161629847882909
117;0,037121908990548756;0,03161629847882909
118;0,0371255022750061;0,03161629847882909
119;0,03710456610050671;0,03161629847882909
120;0,037247959491437055;0,03161629847882909
121;0,037265753971112904;0,03161629847882909
122;0,0372940754411923;0,03161629847882909
123;0,03729801289254554;0,03161629847882909
124;0,037314680133155795;0,03161629847882909
125;0,037314401161044765;0,03161629847882909
126;0,03166968908136161;0,03161629847882909
127;0,1255742105421321;0,03161629847882909
