iteration;cv_mse;best_so_far_mse
1;0,12517310331594866;0,12517310331594866
2;0,10729007986568428;0,10729007986568428
3;0,06853193328066283;0,06853193328066283
4;0,03850748354961492;0,03850748354961492
5;0,03819381822171599;0,03819381822171599
6;0,03741238054070139;0,03741238054070139
7;0,03663016861041264;0,03663016861041264
8;0,03658766734117321;0,03658766734117321
9;0,036601316157085485;0,03658766734117321
10;0,03661462763150251;0,03658766734117321
11;0,036543065537491405;0,036543065537491405
12;0,036547487247126295;0,036543065537491405
13;0,036575031644101405;0,036543065537491405
14;0,036595456932952714;0,036543065537491405
15;0,03659545411587479;0,036543065537491405
16;0,036641271433264386;0,036543065537491405
17;0,03668672116041125;0,036543065537491405
18;0,031104628390142254;0,031104628390142254
19;0,12517310331594866;0,031104628390142254
20;0,10729005020270155;0,031104628390142254
21;0,068531919428614;0,031104628390142254
22;0,03850748780100154;0,031104628390142254
23;0,03819376420774913;0,031104628390142254
24;0,037412394023970244;0,031104628390142254
25;0,03663017184184104;0,031104628390142254
26;0,03658761682113062;0,031104628390142254
27;0,0366013164745834;0,031104628390142254
28;0,03661458992181203;0,031104628390142254
29;0,03654304243996457;0,031104628390142254
30;0,036547513123936386;0,031104628390142254
31;0,036575022704973786;0,031104628390142254
32;0,0365954262817584;0,031104628390142254
33;0,03659538207114649;0,031104628390142254
34;0,03664119892589748;0,031104628390142254
35;0,03668661853899681;0,031104628390142254
36;0,031104332526625457;0,031104332526625457
37;0,12528431582805283;0,031104332526625457
38;0,107482889080002;0,031104332526625457
39;0,06897332417726576;0,031104332526625457
40;0,03906269356352977;0,031104332526625457
41;0,03906268594068081;0,031104332526625457
42;0,03841227250007676;0,031104332526625457
43;0,03815253432379136;0,031104332526625457
44;0,03815624739485638;0,031104332526625457
45;0,03815764741048776;0,031104332526625457
46;0,038157664501097276;0,031104332526625457
47;0,03808296994189213;0,031104332526625457
48;0,03808318057841044;0,031104332526625457
49;0,03808318057841044;0,031104332526625457
50;0,03808318057841044;0,031104332526625457
51;0,03808318057841044;0,031104332526625457
52;0,03808318057841044;0,031104332526625457
53;0,03808318057841044;0,031104332526625457
54;0,03526189226941982;0,031104332526625457
55;0,12528431582805283;0,031104332526625457
56;0,10748286017737008;0,031104332526625457
57;0,06897339995591364;0,031104332526625457
58;0,039062699506757254;0,031104332526625457
59;0,03906274002193821;0,031104332526625457
60;0,038412208487865813;0,031104332526625457
61;0,03815252245841517;0,031104332526625457
62;0,03815641255651041;0,031104332526625457
63;0,03815766757467374;0,031104332526625457
64;0,03815870394452937;0,031104332526625457
65;0,03808389543235796;0,031104332526625457
66;0,0380838107034735;0,031104332526625457
67;0,03808458001113545;0,031104332526625457
68;0,038083885739788596;0,031104332526625457
69;0,03808441910013224;0,031104332526625457
70;0,03805898710484181;0,031104332526625457
71;0,03807936911992073;0,031104332526625457
72;0,03526154671321087;0,031104332526625457
73;0,13533644117343066;0,031104332526625457
74;0,12733678685637784;0,031104332526625457
75;0,10997915757730974;0,031104332526625457
76;0,09250327367489221;0,031104332526625457
77;0,09250327365883454;0,031104332526625457
78;0,09250327365883454;0,031104332526625457
79;0,09250327365883454;0,031104332526625457
80;0,09250327365883454;0,031104332526625457
81;0,09250327365883454;0,031104332526625457
82;0,09250327365883454;0,031104332526625457
83;0,09250327365883454;0,031104332526625457
84;0,09250327365883454;0,031104332526625457
85;0,09250327365883454;0,031104332526625457
86;0,09250327365883454;0,031104332526625457
87;0,09250327365883454;0,031104332526625457
88;0,09250327365883454;0,031104332526625457
89;0,09250327365883454;0,031104332526625457
90;0,0897397603478313;0,031104332526625457
91;0,13533644117343066;0,031104332526625457
92;0,1273367730979434;0,031104332526625457
93;0,10997963089183393;0,031104332526625457
94;0,09250359104813963;0,031104332526625457
95;0,09251084580306054;0,031104332526625457
96;0,09250377124902139;0,031104332526625457
97;0,09250580175685716;0,031104332526625457
98;0,09250353158689298;0,031104332526625457
99;0,09251013910257516;0,031104332526625457
100;0,0925073651741337;0,031104332526625457
101;0,09251514970173066;0,031104332526625457
102;0,09250669179840756;0,031104332526625457
103;0,09250485491382751;0,031104332526625457
104;0,09250374855639501;0,031104332526625457
105;0,09250532069403081;0,031104332526625457
106;0,09250490682081668;0,031104332526625457
107;0,09250468849503721;0,031104332526625457
108;0,08974212528469747;0,031104332526625457
109;0,16158590364961573;0,031104332526625457
110;0,16158590364961573;0,031104332526625457
111;0,16158590364961573;0,031104332526625457
112;0,16158590364961573;0,031104332526625457
113;0,16158590364961573;0,031104332526625457
